country_code,date,new_confirmed,cumulative_confirmed,new_deceased,cumulative_deceased,population
BR,2022-04-14,0,1578,0,15,5269
BR,2022-04-14,0,4774,0,62,17935
BR,2022-04-14,0,13136,0,265,55551
BR,2022-04-14,0,1331,0,5,10289
BR,2022-04-14,0,1229,0,23,6492
BR,2022-04-14,0,740,0,9,9011
BR,2022-04-14,0,360,0,1,2607
BR,2022-04-14,0,4251,0,51,32227
BR,2022-04-14,0,1111,0,14,10059
BR,2022-04-14,0,543,0,14,4762
BR,2022-04-14,1,6116,0,82,35797
BR,2022-04-14,0,845,0,10,4810
BR,2022-04-14,1,1742,0,28,7323
BR,2022-04-14,0,549,0,4,2030
BR,2022-04-14,1,6717,0,76,22814
BR,2022-04-14,0,1115,0,14,4710
BR,2022-04-14,0,490,0,4,2527
BR,2022-04-14,1,489,0,9,4068
BR,2022-04-14,0,504,0,5,2751
BR,2022-04-14,2,5850,0,65,19485
BR,2022-04-14,0,723,0,4,1655
BR,2022-04-14,0,2861,0,31,14378
BR,2022-04-14,0,811,0,8,2966
BR,2022-04-14,3,3030,0,38,13719
BR,2022-04-14,3,7716,0,71,22810
BR,2022-04-14,0,2115,0,68,17100
BR,2022-04-14,1,12362,0,119,29018
BR,2022-04-14,0,3364,0,66,14785
BR,2022-04-14,0,739,0,12,3472
BR,2022-04-14,0,1164,0,26,11672
BR,2022-04-14,0,880,0,11,4721
BR,2022-04-14,0,454,0,7,1490
BR,2022-04-14,0,346,0,7,4080
BR,2022-04-14,2,9103,0,81,27759
BR,2022-04-14,0,949,0,20,7090
BR,2022-04-14,0,382,0,11,3532
BR,2022-04-14,0,1152,0,21,9221
BR,2022-04-14,0,425,0,8,3749
BR,2022-04-14,0,600,0,4,3702
BR,2022-04-14,0,881,0,23,6593
BR,2022-04-14,2,26725,0,635,108728
BR,2022-04-14,10,6828,0,180,29884
BR,2022-04-14,0,5894,0,116,48576
BR,2022-04-14,0,4311,0,73,15540
BR,2022-04-14,0,1292,0,14,5534
BR,2022-04-14,0,2331,0,90,17869
BR,2022-04-14,0,18112,0,591,144377
BR,2022-04-14,1,9649,0,354,108344
BR,2022-04-14,0,3284,0,86,23847
BR,2022-04-14,0,6184,0,161,32763
BR,2022-04-14,64,7603,0,121,37125
BR,2022-04-14,8,3182,0,74,19882
BR,2022-04-14,0,865,0,15,2633
BR,2022-04-14,0,586,0,6,1886
BR,2022-04-14,85,37763,0,1837,387779
BR,2022-04-14,21,8181,0,277,59773
BR,2022-04-14,0,4555,0,129,37910
BR,2022-04-14,0,534,0,30,7422
BR,2022-04-14,0,2689,0,62,14333
BR,2022-04-14,0,811,0,14,10468
BR,2022-04-14,0,957,0,34,10397
BR,2022-04-14,0,180,0,10,4809
BR,2022-04-14,1,3263,0,57,21386
BR,2022-04-14,0,905,1,52,12714
BR,2022-04-14,1,1619,1,22,6886
BR,2022-04-14,0,619,0,12,6742
BR,2022-04-14,0,131,0,2,2148
BR,2022-04-14,0,527,0,7,4956
BR,2022-04-14,0,196,0,6,2085
BR,2022-04-14,0,797,0,6,5740
BR,2022-04-14,0,417,0,3,2457
BR,2022-04-14,0,698,0,9,4506
BR,2022-04-14,0,1198,0,10,4608
BR,2022-04-14,0,166,0,3,1437
BR,2022-04-14,0,1072,0,17,10481
AR,2022-04-14,0,156649,0,3428,1406584
AR,2022-04-14,0,105057,0,1688,762440
CZ,2022-04-14,176,198223,0,1889,520316
AR,2022-04-14,1,12096,0,168,51892
AR,2022-04-14,0,7261,0,135,62152
AR,2022-04-14,0,17352,0,257,64185
AR,2022-04-14,0,9441,0,119,68736
AR,2022-04-14,0,3052,0,80,30590
AR,2022-04-14,2,19922,0,350,115041
AR,2022-04-14,1,34700,0,250,157255
CZ,2022-04-14,52,74652,0,680,194840
CZ,2022-04-14,14,33121,0,404,91533
CZ,2022-04-14,23,42080,0,448,119967
US,2022-04-14,-1,6940,0,106,29295
US,2022-04-14,0,1516,0,50,8403
US,2022-04-14,0,4660,0,67,18373
US,2022-04-14,11,18521,0,319,89843
US,2022-04-14,1,1983,0,53,8110
US,2022-04-14,6,20677,0,258,74998
KR,2022-04-14,107882,16212751,273,20889,51269183
KZ,2022-04-14,31,1394201,0,19013,18776707
PE,2022-04-14,796,3554006,18,212565,29381884
BR,2022-04-14,197,695172,4,11627,2570160
BR,2022-04-14,28,326862,0,6338,2068017
CA,2022-04-14,0,138271,0,1759,1343371
CH,2022-04-14,291,144654,0,953,353343
CH,2022-04-14,1040,615679,0,1763,1520968
CL,2022-04-14,45,50599,0,701,166533
IN,2022-04-14,103,7875551,5,147826,112372972
IT,2022-04-14,2032,341741,4,3149,1311580
JP,2022-04-14,357,19817,0,51,946380
JP,2022-04-14,374,38728,0,186,1129362
JP,2022-04-14,213,19404,0,45,760349
JP,2022-04-14,332,29071,0,111,910687
JP,2022-04-14,130,17435,0,79,721721
MY,2022-04-14,506,197099,2,1469,1129100
NL,2022-04-14,136,199731,0,447,492167
TH,2022-04-14,350,8758,0,43,454083
TH,2022-04-14,295,24855,1,132,858988
TH,2022-04-14,141,22142,2,165,995807
US,2022-04-14,0,248375,0,1196,738432
US,2022-04-14,176,5517,0,12,55689
US,2022-04-14,226,259796,0,2884,945934
US,2022-04-14,320,1975364,61,25837,6600299
GB,2022-04-14,1131,926600,9,8340,2656980
GB,2022-04-14,2396,2846350,15,19691,8982256
RU,2022-04-14,60,98148,0,1006,592415
RU,2022-04-14,100,110159,4,1869,724686
RU,2022-04-14,166,188713,3,4273,3778053
AT,2022-04-14,39,25279,0,170,61879
AT,2022-04-14,167,44075,0,199,44969
AT,2022-04-14,45,15859,0,123,36773
AT,2022-04-14,144,30010,0,88,75483
AT,2022-04-14,83,35285,0,174,66621
AT,2022-04-14,12,11380,0,59,27659
BR,2022-04-14,20,246193,1,8162,1751907
IL,2022-04-14,1,3011,0,1,18332
IL,2022-04-14,13,6981,0,1,13826
IL,2022-04-14,0,1566,0,0,3678
IL,2022-04-14,21,13431,0,4,26578
IL,2022-04-14,6,3790,0,3,8702
IL,2022-04-14,0,3712,0,1,6410
IL,2022-04-14,1,7478,0,40,17171
IL,2022-04-14,1,2745,0,1,7916
IL,2022-04-14,2,907,0,0,2055
IN,2022-04-14,0,272394,0,2000,4170468
IN,2022-04-14,0,20192,0,197,1900661
IN,2022-04-14,0,16534,0,287,3330464
IN,2022-04-14,0,0,0,0,249998
IN,2022-04-14,0,0,0,0,191173
IN,2022-04-14,0,17285,0,152,1551019
IN,2022-04-14,0,6640,0,15,590297
IN,2022-04-14,0,26489,0,665,1634445
IN,2022-04-14,0,23426,0,350,958405
IN,2022-04-14,0,24348,0,542,1334152
IN,2022-04-14,0,26839,0,669,1597668
IN,2022-04-14,0,40997,0,519,2177331
IN,2022-04-14,0,2492,0,12,479148
IN,2022-04-14,0,0,0,0,2090922
IN,2022-04-14,0,0,0,0,1455069
IN,2022-04-14,0,2491,0,59,194622
IN,2022-04-14,0,24264,0,191,1801733
IN,2022-04-14,0,16425,0,62,610183
IN,2022-04-14,2,109803,0,2279,3498739
IN,2022-04-14,0,28136,0,158,1969520
IN,2022-04-14,0,19158,0,181,2137045
IN,2022-04-14,0,74273,0,775,3068420
IN,2022-04-14,0,0,0,0,
IN,2022-04-14,0,0,0,0,
IN,2022-04-14,1,94401,0,1302,3999000
IN,2022-04-14,0,34467,0,426,1618345
IN,2022-04-14,0,48013,0,472,1264277
IN,2022-04-14,0,0,0,0,3260699
IN,2022-04-14,0,0,0,0,2547184
IN,2022-04-14,1,50718,0,976,954605
IN,2022-04-14,0,41643,0,356,7103807
CA,2022-04-14,0,35924,0,369,
CA,2022-04-14,32,6610,0,104,
CA,2022-04-14,32,6669,0,51,
CA,2022-04-14,63,7497,0,42,
IL,2022-04-14,0,5178,0,16,12100
IL,2022-04-14,14,9972,0,1,13232
IL,2022-04-14,31,27835,0,34,59030
IL,2022-04-14,1,3431,0,1,5973
NL,2022-04-14,4,13157,0,41,27943
NL,2022-04-14,10,18016,0,47,46039
NL,2022-04-14,11,31002,0,87,57971
NL,2022-04-14,6,11299,0,18,25332
NL,2022-04-14,5,12870,0,52,24034
NL,2022-04-14,0,9461,0,21,19322
NL,2022-04-14,11,13863,0,26,28628
NL,2022-04-14,13,12350,0,24,25271
US,2022-04-14,0,6109,0,5,10025
US,2022-04-14,1,8477,0,162,33707
US,2022-04-14,2,6104,0,102,27865
US,2022-04-14,1,18588,1,274,69238
US,2022-04-14,1,9552,0,175,43736
US,2022-04-14,0,2512,0,37,10346
US,2022-04-14,0,132363,0,1646,431564
US,2022-04-14,9,51544,2,445,149665
US,2022-04-14,2,1559,0,12,9574
US,2022-04-14,0,647,0,20,4857
US,2022-04-14,124,77761,-28,479,344084
US,2022-04-14,0,883,0,18,4288
US,2022-04-14,11,28300,0,479,162942
US,2022-04-14,0,374936,0,3760,1426736
US,2022-04-14,0,367344,0,5016,1470344
US,2022-04-14,0,209047,0,3328,968341
US,2022-04-14,0,4128,0,72,17141
US,2022-04-14,0,2353,0,51,9422
US,2022-04-14,0,41051,0,391,172448
US,2022-04-14,0,8914,0,148,40289
US,2022-04-14,2,3599,0,58,13156
US,2022-04-14,9,12677,0,140,50622
US,2022-04-14,0,2216,0,36,8912
US,2022-04-14,0,570,0,10,2514
US,2022-04-14,0,6600,0,74,20129
US,2022-04-14,0,840,0,13,2814
US,2022-04-14,0,18568,0,228,62714
US,2022-04-14,0,2610,0,23,9563
US,2022-04-14,0,16391,0,204,71024
US,2022-04-14,0,31046,0,382,100461
US,2022-04-14,0,2940,0,50,6602
US,2022-04-14,0,3724,0,48,10310
US,2022-04-14,0,5610,0,90,18046
US,2022-04-14,7,34825,0,292,123177
US,2022-04-14,0,7343,0,178,20256
US,2022-04-14,2,13812,0,144,52620
US,2022-04-14,9,8654,0,158,51659
US,2022-04-14,72,27796,0,325,151645
US,2022-04-14,20,5159,0,32,35436
US,2022-04-14,0,11103,0,143,51481
US,2022-04-14,5,12018,0,125,46477
US,2022-04-14,261,299806,2,2574,1247847
US,2022-04-14,39,67021,0,479,255464
US,2022-04-14,0,4758,0,56,17474
US,2022-04-14,0,3634,0,53,15262
US,2022-04-14,0,995,0,23,4778
US,2022-04-14,0,2690,0,61,13565
US,2022-04-14,0,3834,0,80,18210
US,2022-04-14,0,2179,0,48,10093
US,2022-04-14,0,7346,0,143,28581
US,2022-04-14,0,2539,0,46,9984
US,2022-04-14,0,2131,0,29,9450
US,2022-04-14,0,3272,0,72,11160
US,2022-04-14,0,72997,0,300,312153
US,2022-04-14,0,5092,0,80,21563
US,2022-04-14,0,8723,0,110,35265
US,2022-04-14,0,1223,0,18,5309
US,2022-04-14,0,3800,0,12,14365
US,2022-04-14,381,226592,2,3434,932420
US,2022-04-14,0,21709,1,323,65080
US,2022-04-14,43,13513,0,126,70942
US,2022-04-14,6,8314,0,82,40282
US,2022-04-14,712,289715,16,2585,1295510
US,2022-04-14,1,3472,1,82,13931
US,2022-04-14,8,8457,2,156,33860
US,2022-04-14,9,20639,1,253,75976
US,2022-04-14,1,967,0,11,5364
US,2022-04-14,5,14512,0,149,48891
US,2022-04-14,14,11638,0,132,39306
US,2022-04-14,0,1408,0,27,7874
US,2022-04-14,1,4767,0,175,24635
US,2022-04-14,0,95691,0,865,290338
US,2022-04-14,0,8526,0,146,31216
US,2022-04-14,0,619,0,18,2013
US,2022-04-14,0,784,0,13,4945
US,2022-04-14,0,704,0,7,2214
US,2022-04-14,0,2427,0,53,10265
US,2022-04-14,0,9124,0,159,27851
US,2022-04-14,0,2329,0,56,7954
US,2022-04-14,0,3287,0,59,13422
US,2022-04-14,0,53161,0,727,183756
US,2022-04-14,0,2290,0,47,7696
US,2022-04-14,13,48803,0,581,173405
US,2022-04-14,0,1094,0,23,3042
US,2022-04-14,0,1922,0,29,5485
US,2022-04-14,0,4244,0,119,20028
US,2022-04-14,0,175,0,2,941
US,2022-04-14,2,19861,0,364,64130
US,2022-04-14,1,2281,0,34,7446
US,2022-04-14,1,9207,0,147,34861
US,2022-04-14,18,37113,0,109,124236
US,2022-04-14,2,2889,0,15,11829
US,2022-04-14,24,44759,0,462,165929
US,2022-04-14,4,6949,0,105,32685
US,2022-04-14,4,3780,0,52,15723
US,2022-04-14,17,19024,0,214,75177
US,2022-04-14,11,5139,0,43,26480
US,2022-04-14,5,1439,0,28,8709
US,2022-04-14,10,6090,1,118,30693
US,2022-04-14,0,5593,0,120,23784
US,2022-04-14,1,5726,0,111,21893
US,2022-04-14,0,2001,0,43,6482
US,2022-04-14,0,11367,0,139,75637
US,2022-04-14,0,16188,0,195,72490
US,2022-04-14,9,11608,0,77,43328
US,2022-04-14,1,5657,0,43,20485
US,2022-04-14,-1,13630,0,251,51118
US,2022-04-14,15,24652,0,196,105782
US,2022-04-14,0,1959,0,21,6973
US,2022-04-14,1,1447,0,24,5786
US,2022-04-14,0,12085,0,148,46402
BR,2022-04-14,-2,1618,0,14,14227
BR,2022-04-14,-8,62717,0,1179,336038
BR,2022-04-14,0,784,0,9,10880
BR,2022-04-14,0,194,0,5,4202
BR,2022-04-14,-3,2416,0,53,28749
BR,2022-04-14,0,849,0,27,24698
BR,2022-04-14,0,1812,0,29,15682
BR,2022-04-14,0,294,0,15,6935
BR,2022-04-14,0,855,0,12,10912
BR,2022-04-14,0,528,0,16,7426
BR,2022-04-14,0,1352,0,33,22686
BR,2022-04-14,0,2954,0,73,41152
BR,2022-04-14,0,3704,0,46,14088
BR,2022-04-14,0,7553,0,59,25774
BR,2022-04-14,0,2966,0,27,23206
BR,2022-04-14,0,12857,0,204,61453
BR,2022-04-14,0,2819,0,40,34788
BR,2022-04-14,0,663,0,8,6313
BR,2022-04-14,0,1475,0,44,32908
BR,2022-04-14,0,1975,0,35,20391
BR,2022-04-14,0,1680,0,21,17066
BR,2022-04-14,158,67249,0,1162,556642
BR,2022-04-14,0,2021,0,35,22528
BR,2022-04-14,0,1098,0,14,10290
BR,2022-04-14,0,810,0,12,6474
BR,2022-04-14,0,2397,0,39,22201
BR,2022-04-14,0,4072,0,82,42693
BR,2022-04-14,3,3117,0,35,47051
BR,2022-04-14,0,433,0,5,6876
BR,2022-04-14,0,1061,0,15,15628
BR,2022-04-14,0,3747,0,51,37164
BR,2022-04-14,0,1307,0,13,9226
BR,2022-04-14,2,2883,0,64,22000
BR,2022-04-14,0,2260,0,48,24110
BR,2022-04-14,1,988,0,19,10496
BR,2022-04-14,0,4077,0,66,28316
BR,2022-04-14,2,12711,0,244,71887
BR,2022-04-14,2,1727,0,16,6979
BR,2022-04-14,1,11858,0,75,34176
BR,2022-04-14,0,814,0,10,3571
BR,2022-04-14,0,407,0,7,2072
BR,2022-04-14,0,532,0,8,2682
BR,2022-04-14,3,5203,0,55,31419
BR,2022-04-14,0,2866,0,59,10523
BR,2022-04-14,0,1113,0,14,23952
BR,2022-04-14,0,2405,-1,54,31057
BR,2022-04-14,0,2005,2,64,37932
BR,2022-04-14,0,192,-1,7,11407
BR,2022-04-14,0,16,0,5,7949
BR,2022-04-14,0,1076,1,20,33359
BR,2022-04-14,0,906,0,11,11921
BR,2022-04-14,0,2528,0,35,20209
BR,2022-04-14,0,414,0,19,19920
BR,2022-04-14,0,1046,-1,18,10814
BR,2022-04-14,0,608,0,5,12028
BR,2022-04-14,0,310,0,27,17998
BR,2022-04-14,0,2656,-3,62,31658
BR,2022-04-14,0,670,0,8,2709
BR,2022-04-14,0,1152,0,16,6075
BR,2022-04-14,0,675,0,12,4987
BR,2022-04-14,0,331,0,3,4370
BR,2022-04-14,4,2804,0,31,14226
BR,2022-04-14,0,634,0,10,4637
BR,2022-04-14,0,345,0,11,5030
BR,2022-04-14,0,2836,0,41,19324
BR,2022-04-14,0,1868,0,31,14595
BR,2022-04-14,0,747,0,37,6772
BR,2022-04-14,0,739,0,9,4098
BR,2022-04-14,0,952,0,5,3382
BR,2022-04-14,0,777,0,8,5555
BR,2022-04-14,3,4033,0,67,19379
BR,2022-04-14,0,1408,0,26,17260
BR,2022-04-14,0,749,0,7,3875
BR,2022-04-14,0,256,0,5,7211
BR,2022-04-14,0,5192,0,70,37627
BR,2022-04-14,0,433,0,3,3265
BR,2022-04-14,0,1381,0,13,8318
BR,2022-04-14,0,251,0,5,1861
BR,2022-04-14,0,1383,0,25,10299
BR,2022-04-14,2,10380,0,253,126269
BR,2022-04-14,3,1516,0,42,10552
BR,2022-04-14,0,257,0,5,2234
BR,2022-04-14,0,4120,0,46,19799
BR,2022-04-14,0,610,0,17,5636
BR,2022-04-14,0,461,0,13,4079
BR,2022-04-14,0,4982,0,42,30917
BR,2022-04-14,4,17748,0,353,134745
BR,2022-04-14,0,551,0,5,3235
BR,2022-04-14,0,4686,0,71,19723
BR,2022-04-14,0,6550,0,223,104527
BR,2022-04-14,0,1455,0,13,8623
BR,2022-04-14,0,1734,0,30,10936
BR,2022-04-14,0,2150,0,46,12139
BR,2022-04-14,0,1469,0,53,11694
BR,2022-04-14,0,3950,0,82,24346
BR,2022-04-14,10,11625,0,386,77872
BR,2022-04-14,6,29547,0,545,101791
BR,2022-04-14,0,780,0,15,3135
BR,2022-04-14,0,22631,0,220,45556
BR,2022-04-14,0,2437,0,43,10625
BR,2022-04-14,0,3417,0,94,51893
BR,2022-04-14,0,580,0,36,28549
BR,2022-04-14,0,14368,0,396,97493
BR,2022-04-14,0,1003,0,19,12411
BR,2022-04-14,194,31980,0,1112,294580
BR,2022-04-14,0,2612,0,59,26674
BR,2022-04-14,6,10155,0,285,97128
BR,2022-04-14,1,3526,0,83,44789
BR,2022-04-14,0,2781,0,37,19681
BR,2022-04-14,0,348,0,6,3317
BR,2022-04-14,0,231,0,7,3159
BR,2022-04-14,0,369,0,4,4681
BR,2022-04-14,0,260,0,5,3266
BR,2022-04-14,0,1314,0,18,8314
BR,2022-04-14,0,1036,0,13,5369
BR,2022-04-14,0,629,0,5,5331
BR,2022-04-14,0,345,0,2,2855
BR,2022-04-14,0,9855,0,139,68793
BR,2022-04-14,0,1111,0,29,26954
BR,2022-04-14,0,1105,0,26,14541
BR,2022-04-14,1,2182,0,57,28628
BR,2022-04-14,1,1220,0,12,13594
BR,2022-04-14,0,1863,0,38,20488
BR,2022-04-14,0,160,0,5,3850
BR,2022-04-14,0,613,0,8,5100
BR,2022-04-14,0,431,0,17,6157
BR,2022-04-14,0,335,0,3,4280
BR,2022-04-14,3,3084,0,50,12656
BR,2022-04-14,0,2312,0,22,6561
BR,2022-04-14,2,2307,0,32,7236
BR,2022-04-14,-1,3715,0,72,15891
BR,2022-04-14,20,246193,1,8162,1751907
BR,2022-04-14,0,1028,0,23,5027
BR,2022-04-14,0,1310,0,25,4726
BR,2022-04-14,6,7403,0,167,28751
BR,2022-04-14,0,291,0,9,3433
BR,2022-04-14,0,4169,0,67,16078
BR,2022-04-14,1,2183,0,21,10474
BR,2022-04-14,0,826,0,8,3478
BR,2022-04-14,0,1494,0,13,11241
BR,2022-04-14,0,2280,0,40,14865
BR,2022-04-14,0,675,0,4,2791
BR,2022-04-14,0,784,0,7,4095
BR,2022-04-14,0,1189,0,9,3803
BR,2022-04-14,2,1431,0,11,5088
BR,2022-04-14,0,1701,0,22,6812
BR,2022-04-14,-1,1646,0,29,8626
BR,2022-04-14,1,1702,0,5,5349
BR,2022-04-14,0,1234,0,22,6736
BR,2022-04-14,3,2138,0,27,7878
BR,2022-04-14,0,1825,0,53,11423
BR,2022-04-14,0,26477,0,971,218008
BR,2022-04-14,0,4967,0,97,37533
BR,2022-04-14,0,4545,0,122,17525
BR,2022-04-14,0,680,0,7,4772
BR,2022-04-14,0,1079,0,17,5231
BR,2022-04-14,0,2222,0,17,13983
BR,2022-04-14,0,2632,0,27,8301
BR,2022-04-14,1,3137,0,24,11629
BR,2022-04-14,0,2891,0,36,10943
BR,2022-04-14,1,525,0,7,2067
BR,2022-04-14,0,1267,0,28,7312
BR,2022-04-14,0,2339,0,26,14084
BR,2022-04-14,0,1950,0,42,12320
BR,2022-04-14,21,20019,0,410,80755
BR,2022-04-14,0,1591,0,33,10719
BR,2022-04-14,0,161,0,7,3234
BR,2022-04-14,12,32694,0,1040,255660
BR,2022-04-14,30,1058,0,17,7679
BR,2022-04-14,0,313,0,3,1624
BR,2022-04-14,3,7819,0,110,34328
BR,2022-04-14,0,159,0,6,2000
BR,2022-04-14,0,685,0,14,4330
BR,2022-04-14,5,463,0,4,2546
BR,2022-04-14,0,658,0,12,5697
BR,2022-04-14,11,1024,0,42,11210
BR,2022-04-14,0,1696,0,55,9878
BR,2022-04-14,0,13641,0,247,41585
BR,2022-04-14,78,3705,0,56,22281
BR,2022-04-14,1,1376,0,14,5118
BR,2022-04-14,13,16341,0,142,65946
BR,2022-04-14,0,632,0,10,4193
BR,2022-04-14,3,3443,0,63,9586
BR,2022-04-14,0,362,0,6,2132
BR,2022-04-14,0,2512,0,31,10213
BR,2022-04-14,0,588,0,6,3604
BR,2022-04-14,74,121200,2,1240,421240
BR,2022-04-14,-1,1320,0,20,4679
BR,2022-04-14,0,920,0,11,5707
BR,2022-04-14,0,549,0,8,3279
BR,2022-04-14,0,311,0,4,2284
BR,2022-04-14,-1,744,0,12,2758
BR,2022-04-14,0,2686,0,44,10248
BR,2022-04-14,0,1360,0,9,7370
BR,2022-04-14,2,4674,0,37,10993
BR,2022-04-14,0,565,0,2,1757
BR,2022-04-14,0,519,0,5,2482
BR,2022-04-14,0,653,0,5,4142
BR,2022-04-14,0,2348,0,30,16749
BR,2022-04-14,0,3961,0,96,38702
BR,2022-04-14,0,1056,0,13,8004
BR,2022-04-14,88,15984,0,452,95144
BR,2022-04-14,0,1242,0,48,11310
BR,2022-04-14,-78,4419,0,144,31593
BR,2022-04-14,0,2259,0,73,17371
BR,2022-04-14,61,1351,0,44,7214
BR,2022-04-14,0,1295,0,17,7588
BR,2022-04-14,0,216,0,6,2274
BR,2022-04-14,0,2595,0,30,14641
BR,2022-04-14,0,128,0,10,2423
BR,2022-04-14,0,978,0,21,4565
BR,2022-04-14,0,3900,0,34,14565
BR,2022-04-14,-8,5399,0,109,30734
BR,2022-04-14,0,948,0,15,3903
BR,2022-04-14,0,5476,0,84,24008
BR,2022-04-14,8,1914,0,47,12173
BR,2022-04-14,0,243,0,16,4841
BR,2022-04-14,0,1275,0,18,8779
BR,2022-04-14,3,383,0,6,2249
BR,2022-04-14,0,159,0,5,2673
BR,2022-04-14,0,842,0,29,5898
BR,2022-04-14,0,1140,0,38,13000
BR,2022-04-14,4,6095,0,133,41497
BR,2022-04-14,0,546,0,19,4074
BR,2022-04-14,0,119,0,7,2187
BR,2022-04-14,1,10287,0,375,113068
BR,2022-04-14,0,841,0,12,3436
BR,2022-04-14,0,365,0,5,1641
BR,2022-04-14,0,1009,0,15,7198
BR,2022-04-14,7,12432,0,234,63611
BR,2022-04-14,0,2512,0,96,17297
BR,2022-04-14,0,1641,0,27,9768
BR,2022-04-14,0,1541,0,18,3756
BR,2022-04-14,0,993,0,14,5273
BR,2022-04-14,0,264,0,1,2223
BR,2022-04-14,0,723,0,12,5054
BR,2022-04-14,0,600,0,9,3326
BR,2022-04-14,0,1003,0,14,6599
BR,2022-04-14,0,397,0,2,2128
BR,2022-04-14,0,303,0,0,1945
AR,2022-04-14,0,124040,0,1343,968309
AR,2022-04-14,0,13651,0,196,63284
AR,2022-04-14,5,89324,0,1546,340071
AR,2022-04-14,14,32367,0,322,200116
AR,2022-04-14,0,26949,0,340,109461
AR,2022-04-14,1,4596,0,99,59147
AR,2022-04-14,0,1921,0,35,10322
AR,2022-04-14,0,1071,0,27,22360
AR,2022-04-14,1,39997,0,840,283803
AR,2022-04-14,3,602,0,11,27754
AR,2022-04-14,0,7151,0,141,29284
AR,2022-04-14,0,15041,0,182,80840
AR,2022-04-14,0,1172,0,34,22244
AR,2022-04-14,5,431536,0,3345,1329604
AR,2022-04-14,0,3532,0,20,13242
AR,2022-04-14,1,9471,0,70,18864
CZ,2022-04-14,16,18869,0,269,49489
CZ,2022-04-14,27,65577,0,510,175465
CZ,2022-04-14,31,42322,0,335,117941
CZ,2022-04-14,29,51269,0,460,141630
US,2022-04-14,0,2122,0,42,6643
US,2022-04-14,1,19589,1,492,89457
US,2022-04-14,0,5782,0,111,24773
US,2022-04-14,7,54074,0,836,198953
US,2022-04-14,0,3126,0,71,13882
US,2022-04-14,1,5051,0,108,28466
US,2022-04-14,4,15857,1,413,65358
US,2022-04-14,0,6312,0,156,25736
US,2022-04-14,-1,5093,0,131,25409
US,2022-04-14,0,21980,0,429,91296
US,2022-04-14,1,4388,0,138,20311
US,2022-04-14,0,7770,0,204,29797
US,2022-04-14,1,10814,0,138,39777
US,2022-04-14,1,13599,0,182,44367
US,2022-04-14,1,8717,0,156,31380
CG,2022-04-14,0,24029,0,385,5518092
CI,2022-04-14,7,81849,0,797,26378275
CK,2022-04-14,0,3688,0,0,17564
CY,2022-04-14,0,464204,0,988,875899
HT,2022-04-14,0,30615,0,835,11402533
QA,2022-04-14,87,363345,0,677,2881060
ST,2022-04-14,0,5948,0,73,219161
AT,2022-04-14,1168,528169,0,3328,1243052
AU,2022-04-14,563,56146,0,36,245353
CA,2022-04-14,0,359002,0,3036,
CH,2022-04-14,2,6619,0,26,16145
CH,2022-04-14,121,113511,0,368,273194
CL,2022-04-14,60,63342,3,580,286168
ID,2022-04-14,1,25567,0,566,2704737
IL,2022-04-14,246,400968,0,603,1159943
IN,2022-04-14,1,165777,0,1962,1394467
IT,2022-04-14,6627,1495525,12,10147,5801692
JP,2022-04-14,555,69434,1,301,1922180
TH,2022-04-14,746,129784,0,442,1173870
TH,2022-04-14,90,23714,0,137,456811
US,2022-04-14,0,2395209,0,35817,9922576
US,2022-04-14,1732,524566,2,4184,3285874
US,2022-04-14,1196,1681729,35,19988,8382993
US,2022-04-14,957,1594304,3,14383,5771337
GB,2022-04-14,2051,1777382,22,15240,5486230
RU,2022-04-14,75,105692,0,755,781846
RU,2022-04-14,97,160010,9,3899,1182682
RU,2022-04-14,222,379109,6,7733,3154164
RU,2022-04-14,109,194604,1,6997,2792796
RU,2022-04-14,103,128298,0,805,1070339
RU,2022-04-14,61,167223,1,2324,1053485
AT,2022-04-14,39,16494,0,79,39599
AT,2022-04-14,154,60513,0,270,131044
AT,2022-04-14,31,45343,2,182,79579
AT,2022-04-14,75,35007,0,213,79901
IL,2022-04-14,0,290,0,0,5875
IL,2022-04-14,5,1412,0,0,2128
IL,2022-04-14,0,1700,0,1,3589
IL,2022-04-14,0,1582,0,1,4081
IL,2022-04-14,0,2258,0,1,6053
IL,2022-04-14,0,874,0,1,2098
IN,2022-04-14,0,193378,0,1137,3936966
IN,2022-04-14,0,585,0,0,
IN,2022-04-14,0,0,0,0,831668
IN,2022-04-14,0,22428,0,408,3495021
IN,2022-04-14,0,4964,0,14,139820
IN,2022-04-14,0,31892,0,229,
IN,2022-04-14,0,29239,0,362,2880365
IN,2022-04-14,0,5182,0,89,
IN,2022-04-14,0,672352,0,6231,3086293
IN,2022-04-14,0,46614,0,962,1648295
IN,2022-04-14,0,0,0,0,1310061
IN,2022-04-14,0,48441,0,308,2519738
IN,2022-04-14,0,23400,0,545,
IN,2022-04-14,1,23059,0,264,200222
IN,2022-04-14,0,35850,0,298,2037573
IN,2022-04-14,0,0,0,0,1599596
IN,2022-04-14,0,0,0,0,3405559
IN,2022-04-14,0,0,0,0,3108367
CA,2022-04-14,62,7941,0,95,
CA,2022-04-14,44,4994,0,28,
CA,2022-04-14,14,1635,0,13,
CA,2022-04-14,135,28072,3,393,
IL,2022-04-14,3,5119,0,1,7698
IL,2022-04-14,290,169552,0,118,460613
IL,2022-04-14,4,2855,0,1,5682
IL,2022-04-14,2,36850,0,8,76374
