country_code,date,new_confirmed,cumulative_confirmed,new_deceased,cumulative_deceased,population
US,2022-04-14,0,25946,0,294,97066
US,2022-04-14,390,211805,0,1788,930265
US,2022-04-14,3,10661,0,147,34123
US,2022-04-14,0,3869,0,71,14291
US,2022-04-14,15,33157,0,520,143828
US,2022-04-14,0,2586,0,62,15010
US,2022-04-14,0,5842,0,102,39248
US,2022-04-14,0,3589,-6,46,16907
US,2022-04-14,0,1232,0,23,6018
US,2022-04-14,0,145478,0,1199,591305
US,2022-04-14,0,1423,0,22,6137
US,2022-04-14,0,3232,0,60,10060
US,2022-04-14,0,807,0,18,3048
US,2022-04-14,0,12986,0,218,43746
US,2022-04-14,0,39617,0,280,130952
US,2022-04-14,0,5029,0,78,20131
US,2022-04-14,0,11335,0,179,37190
US,2022-04-14,0,871,0,26,4518
US,2022-04-14,0,6049,0,109,22606
US,2022-04-14,0,4515,0,84,13363
US,2022-04-14,0,14431,0,149,45591
US,2022-04-14,0,7305,0,101,24116
US,2022-04-14,0,5557,0,69,22568
US,2022-04-14,4,30842,0,414,111823
US,2022-04-14,44,15292,0,223,59936
US,2022-04-14,0,7365,0,108,25424
US,2022-04-14,0,2283,0,14,6370
US,2022-04-14,6,11863,0,73,39773
US,2022-04-14,0,6625,0,127,35631
US,2022-04-14,0,24967,0,307,103477
US,2022-04-14,0,2485,0,67,9991
US,2022-04-14,0,2197,0,43,10181
US,2022-04-14,0,3814,0,56,16047
US,2022-04-14,0,4025,0,109,20162
US,2022-04-14,0,3006,0,74,16783
US,2022-04-14,0,6269,0,102,22910
US,2022-04-14,0,401,0,3,2041
US,2022-04-14,0,18801,0,367,76309
US,2022-04-14,0,1574,0,31,7208
US,2022-04-14,0,5768,0,124,26142
US,2022-04-14,0,7344,0,108,21953
US,2022-04-14,0,150,0,5,817
US,2022-04-14,0,4728,0,86,19556
US,2022-04-14,0,6390,0,73,26787
US,2022-04-14,0,12511,0,161,47033
US,2022-04-14,0,25083,0,316,90157
US,2022-04-14,0,15754,0,208,56622
US,2022-04-14,0,12781,0,185,44827
US,2022-04-14,0,21975,0,268,90791
US,2022-04-14,0,9999,0,126,35174
US,2022-04-14,0,5074,0,51,17697
US,2022-04-14,0,140,0,1,922
US,2022-04-14,0,3611,0,57,11596
US,2022-04-14,0,2340,0,17,10835
US,2022-04-14,0,370,0,1,1890
US,2022-04-14,0,1702,0,17,7859
US,2022-04-14,0,127,0,2,815
US,2022-04-14,11,13618,0,175,60872
US,2022-04-14,107,46075,0,514,193100
US,2022-04-14,30,10059,0,88,59920
US,2022-04-14,107,46646,0,329,229276
US,2022-04-14,4,11183,1,178,43523
US,2022-04-14,13,8728,0,145,38851
US,2022-04-14,13,7959,0,158,36536
US,2022-04-14,110,126836,6,2004,531467
US,2022-04-14,257,112473,1,1702,541514
US,2022-04-14,5,4165,0,69,15688
US,2022-04-14,30,18304,0,163,81908
US,2022-04-14,1,10693,0,152,63708
US,2022-04-14,15,26533,1,267,125035
US,2022-04-14,111,85756,1,585,591336
US,2022-04-14,19,15286,0,200,60963
US,2022-04-14,0,3425,0,75,14384
US,2022-04-14,0,2784,0,61,14696
US,2022-04-14,0,25060,0,280,92411
US,2022-04-14,0,4840,0,74,18503
US,2022-04-14,0,127860,0,1371,461565
US,2022-04-14,0,7742,0,104,26093
US,2022-04-14,2,2156,0,28,8783
US,2022-04-14,7,66927,0,896,347377
US,2022-04-14,1,20105,2,433,93458
US,2022-04-14,1,4770,0,105,25119
US,2022-04-14,0,1235,0,7,3929
US,2022-04-14,1,15756,0,362,94046
US,2022-04-14,2,4927,0,101,24939
US,2022-04-14,64,34353,0,719,136634
US,2022-04-14,38,2610,0,72,14677
US,2022-04-14,0,133339,0,894,546251
US,2022-04-14,2,3267,0,35,12821
US,2022-04-14,-1,7044,0,156,34575
US,2022-04-14,-1,4202,0,88,15432
US,2022-04-14,-1,21097,0,279,93939
US,2022-04-14,0,10248,2,197,38574
US,2022-04-14,-4,4842,0,96,17424
US,2022-04-14,1,6105,0,119,22505
US,2022-04-14,34,44822,1,501,227230
US,2022-04-14,6,11071,0,69,42027
US,2022-04-14,0,12322,0,140,63740
US,2022-04-14,4,20429,0,187,79099
US,2022-04-14,9,20943,0,230,73038
US,2022-04-14,5,6703,0,142,29383
US,2022-04-14,0,14988,0,178,56349
BR,2022-04-14,0,480,0,23,20019
BR,2022-04-14,-1,959,0,22,15149
BR,2022-04-14,0,737,0,19,17898
BR,2022-04-14,0,369,0,14,12060
BR,2022-04-14,2,11314,0,243,75965
BR,2022-04-14,0,6392,0,67,31422
BR,2022-04-14,0,10900,0,97,39942
BR,2022-04-14,0,507,0,6,3793
BR,2022-04-14,0,771,0,12,6357
BR,2022-04-14,0,4719,0,50,47515
BR,2022-04-14,0,637,0,6,12491
BR,2022-04-14,0,2934,0,64,35180
BR,2022-04-14,0,1675,0,78,32336
BR,2022-04-14,0,4224,0,43,30123
BR,2022-04-14,0,2836,0,38,32802
BR,2022-04-14,0,1920,0,27,32261
BR,2022-04-14,0,1758,0,18,19326
BR,2022-04-14,0,2850,0,51,42815
BR,2022-04-14,-2,3570,0,62,21560
BR,2022-04-14,5,5088,0,59,33066
BR,2022-04-14,0,1764,0,31,22874
BR,2022-04-14,0,856,0,14,5715
BR,2022-04-14,0,690,0,3,10180
BR,2022-04-14,0,886,0,17,8008
BR,2022-04-14,2,30859,0,1049,325441
BR,2022-04-14,0,2337,0,33,10228
BR,2022-04-14,-1,3020,0,27,19325
BR,2022-04-14,0,1492,0,30,12922
BR,2022-04-14,2,8313,0,138,65456
BR,2022-04-14,0,4277,0,54,37471
BR,2022-04-14,0,1888,0,22,14256
BR,2022-04-14,0,2102,0,37,16827
BR,2022-04-14,3,2968,0,41,31787
BR,2022-04-14,0,2230,0,62,19765
BR,2022-04-14,0,3171,0,37,17593
BR,2022-04-14,31,81428,0,1562,348738
BR,2022-04-14,0,3101,0,25,8001
BR,2022-04-14,70,116457,2,1972,414586
BR,2022-04-14,0,484,0,4,2477
BR,2022-04-14,4,12623,0,391,159378
BR,2022-04-14,77,4348,0,83,18305
BR,2022-04-14,30,2326,0,32,8365
BR,2022-04-14,0,570,0,15,2747
BR,2022-04-14,0,1405,0,22,7892
BR,2022-04-14,0,422,0,4,3320
BR,2022-04-14,0,1492,0,33,5699
BR,2022-04-14,8,23825,0,426,88006
BR,2022-04-14,0,465,0,6,6871
BR,2022-04-14,0,1689,0,34,8508
BR,2022-04-14,0,1218,0,16,3557
BR,2022-04-14,-1,2682,0,70,17088
BR,2022-04-14,0,1245,-2,35,28488
BR,2022-04-14,12,16918,-1,367,155129
BR,2022-04-14,0,268,0,7,8051
BR,2022-04-14,0,391,-1,12,21885
BR,2022-04-14,0,552,-1,14,34267
BR,2022-04-14,1,4843,5,124,78162
BR,2022-04-14,0,558,1,4,5487
BR,2022-04-14,0,1420,3,17,22644
BR,2022-04-14,0,921,-1,30,40736
BR,2022-04-14,0,932,-1,12,22846
BR,2022-04-14,0,1872,0,40,24573
BR,2022-04-14,0,5968,2,76,50173
BR,2022-04-14,0,2900,0,37,18307
BR,2022-04-14,0,4984,0,69,19599
BR,2022-04-14,0,1642,0,21,10218
BR,2022-04-14,0,801,0,25,4925
BR,2022-04-14,0,430,0,4,5102
BR,2022-04-14,0,796,0,21,10270
BR,2022-04-14,1,4423,0,63,23218
BR,2022-04-14,0,1982,0,32,11488
BR,2022-04-14,0,1423,0,44,10692
BR,2022-04-14,0,738,0,6,5708
BR,2022-04-14,0,2106,0,54,16149
BR,2022-04-14,0,2294,0,37,6890
BR,2022-04-14,0,238,0,2,4595
BR,2022-04-14,0,1531,1,26,30794
BR,2022-04-14,0,414,0,15,4689
BR,2022-04-14,0,2285,0,18,8912
BR,2022-04-14,0,1159,0,26,7110
BR,2022-04-14,0,3767,0,13,15959
BR,2022-04-14,0,8588,0,220,57390
BR,2022-04-14,0,905,0,8,9360
BR,2022-04-14,0,1531,0,20,6867
BR,2022-04-14,0,1334,0,24,15704
BR,2022-04-14,0,1061,0,13,7231
BR,2022-04-14,1,837,0,11,4993
BR,2022-04-14,0,2691,0,78,53828
BR,2022-04-14,0,760,0,13,6483
BR,2022-04-14,0,2218,0,29,9777
BR,2022-04-14,0,503,0,5,4656
BR,2022-04-14,0,2447,0,117,25537
BR,2022-04-14,0,651,0,13,5739
BR,2022-04-14,0,1162,0,11,5219
BR,2022-04-14,0,1358,0,16,14875
BR,2022-04-14,1,1754,0,12,7669
BR,2022-04-14,0,1176,0,24,5516
BR,2022-04-14,0,1305,0,32,4575
BR,2022-04-14,1,957,0,16,5431
BR,2022-04-14,3,10113,0,252,41408
BR,2022-04-14,0,4421,0,55,33614
BR,2022-04-14,0,1325,0,13,23864
BR,2022-04-14,2,2854,0,48,16318
BR,2022-04-14,0,1128,0,6,7317
BR,2022-04-14,0,2824,0,85,34294
BR,2022-04-14,0,2783,0,71,51319
BR,2022-04-14,0,6250,0,179,47086
BR,2022-04-14,0,504,0,17,8115
BR,2022-04-14,28,11289,0,195,62794
BR,2022-04-14,0,1881,0,61,16949
BR,2022-04-14,0,1106,0,8,8206
BR,2022-04-14,0,1000,0,11,6584
BR,2022-04-14,3,1495,0,9,7164
BR,2022-04-14,0,660,0,16,7407
BR,2022-04-14,0,650,0,9,4990
BR,2022-04-14,0,520,0,3,2928
BR,2022-04-14,0,1843,0,33,11191
BR,2022-04-14,0,1190,0,3,10230
BR,2022-04-14,1,820,0,10,7373
BR,2022-04-14,0,9794,0,168,75644
BR,2022-04-14,0,2364,0,19,14308
BR,2022-04-14,-2,4507,0,105,64358
BR,2022-04-14,19,1837,0,31,39435
BR,2022-04-14,0,1736,0,36,17135
BR,2022-04-14,0,810,0,12,6607
BR,2022-04-14,0,551,0,2,5671
BR,2022-04-14,0,749,0,5,4826
BR,2022-04-14,0,188,0,5,4366
BR,2022-04-14,0,76,0,6,5235
BR,2022-04-14,0,917,0,9,8221
BR,2022-04-14,0,6021,0,91,35640
BR,2022-04-14,0,877,0,15,6027
BR,2022-04-14,0,622,0,8,4445
BR,2022-04-14,0,994,0,15,14180
BR,2022-04-14,0,422,0,1,2620
BR,2022-04-14,0,1348,0,43,13706
BR,2022-04-14,2,2014,0,22,10202
BR,2022-04-14,0,903,0,18,3510
BR,2022-04-14,0,3099,0,35,13906
BR,2022-04-14,5,29349,0,294,78943
BR,2022-04-14,0,916,0,19,6197
BR,2022-04-14,0,6619,0,99,31816
BR,2022-04-14,0,1292,0,16,4902
BR,2022-04-14,2,6261,0,64,21201
BR,2022-04-14,32,22550,0,332,81590
BR,2022-04-14,75,8473,0,131,48792
BR,2022-04-14,0,847,0,12,4134
BR,2022-04-14,0,1452,0,9,5588
BR,2022-04-14,0,36088,0,939,182082
BR,2022-04-14,0,3531,0,101,17760
BR,2022-04-14,0,4797,0,128,41354
BR,2022-04-14,0,790,0,108,37543
BR,2022-04-14,0,8576,0,106,34763
BR,2022-04-14,0,1601,0,10,4233
BR,2022-04-14,0,4149,0,43,13506
BR,2022-04-14,0,4477,0,55,17692
BR,2022-04-14,0,855,0,5,3633
BR,2022-04-14,0,1458,0,19,13949
BR,2022-04-14,0,1041,0,17,7320
BR,2022-04-14,0,954,0,13,7067
BR,2022-04-14,0,719,0,9,5637
BR,2022-04-14,0,1863,0,23,12992
BR,2022-04-14,0,25579,0,344,78574
BR,2022-04-14,76,1384,0,13,3316
BR,2022-04-14,3,21551,0,321,76202
BR,2022-04-14,0,3461,0,64,21828
BR,2022-04-14,0,2244,0,51,12816
BR,2022-04-14,0,892,0,9,4888
BR,2022-04-14,0,3904,1,72,24279
BR,2022-04-14,40,32321,1,878,195673
BR,2022-04-14,0,1575,1,32,10225
BR,2022-04-14,0,133,0,8,3089
BR,2022-04-14,22,35318,0,448,107278
BR,2022-04-14,21,418,0,5,2441
BR,2022-04-14,1,1053,0,12,5071
BR,2022-04-14,0,502,0,4,3247
BR,2022-04-14,0,737,0,6,4944
BR,2022-04-14,1,1977,0,8,6552
BR,2022-04-14,0,299,0,7,2457
BR,2022-04-14,0,884,0,5,2459
BR,2022-04-14,3,8949,0,90,28843
BR,2022-04-14,0,3533,0,48,17075
BR,2022-04-14,0,266,0,12,2584
BR,2022-04-14,0,229,0,3,3575
BR,2022-04-14,0,265,0,7,3102
BR,2022-04-14,-1,5489,0,110,22716
BR,2022-04-14,0,415,0,5,1757
BR,2022-04-14,0,471,0,2,2196
BR,2022-04-14,165,78810,1,1326,328275
BR,2022-04-14,1,913,0,20,4141
BR,2022-04-14,11,6206,0,73,20103
BR,2022-04-14,0,477,0,14,2759
BR,2022-04-14,0,1544,0,20,9600
BR,2022-04-14,0,1064,0,15,3502
BR,2022-04-14,0,1529,0,12,4468
BR,2022-04-14,0,1494,0,45,11748
BR,2022-04-14,0,2291,0,36,10498
BR,2022-04-14,0,2488,0,40,10609
BR,2022-04-14,0,946,0,8,2890
BR,2022-04-14,9,3307,0,24,12190
BR,2022-04-14,7,5466,0,89,19823
BR,2022-04-14,0,2234,0,36,8674
BR,2022-04-14,0,619,0,5,3600
BR,2022-04-14,0,2458,0,60,26902
BR,2022-04-14,0,822,0,19,9355
BR,2022-04-14,0,2052,0,37,17173
BR,2022-04-14,0,1185,0,13,4884
BR,2022-04-14,0,1051,0,26,4268
BR,2022-04-14,1,3799,0,100,18003
BR,2022-04-14,0,971,0,23,7065
BR,2022-04-14,0,672,0,28,5001
BR,2022-04-14,3,21263,0,720,201150
BR,2022-04-14,0,1599,0,32,12251
BR,2022-04-14,1,9356,0,125,41907
BR,2022-04-14,0,1150,0,36,10765
BR,2022-04-14,0,895,0,10,5425
BR,2022-04-14,0,1503,0,34,7462
BR,2022-04-14,0,1561,0,29,7628
BR,2022-04-14,41,2543,0,56,14549
BR,2022-04-14,0,1065,0,22,7546
BR,2022-04-14,0,6903,0,263,80956
BR,2022-04-14,0,3210,0,52,13332
BR,2022-04-14,0,2490,0,54,16414
BR,2022-04-14,0,417,0,14,6817
BR,2022-04-14,1,6751,0,129,39781
BR,2022-04-14,0,1668,0,22,15733
BR,2022-04-14,1,4723,0,88,15449
BR,2022-04-14,0,423,0,23,7323
BR,2022-04-14,0,730,0,10,6587
BR,2022-04-14,0,427,0,13,2543
BR,2022-04-14,0,2489,0,78,15501
BR,2022-04-14,0,29098,1,1011,262480
BR,2022-04-14,5,3382,0,45,10828
BR,2022-04-14,0,406,0,11,2646
BR,2022-04-14,0,809,0,3,5930
BR,2022-04-14,0,274,0,12,2335
BR,2022-04-14,0,2161,0,32,15950
BR,2022-04-14,0,1106,0,19,5185
BR,2022-04-14,0,940,0,8,5009
BR,2022-04-14,0,624,0,10,2419
BR,2022-04-14,0,255,0,1,1605
BR,2022-04-14,0,618,0,10,3681
BR,2022-04-14,0,370,0,6,2369
US,2022-04-14,0,6660,0,132,24746
US,2022-04-14,-1,530,0,6,2955
US,2022-04-14,0,2376,0,68,13691
US,2022-04-14,1,3928,0,84,17203
US,2022-04-14,-11,10156,1,264,44535
US,2022-04-14,0,1060,0,30,5265
US,2022-04-14,6,54099,0,730,204194
US,2022-04-14,3,9258,0,159,35864
US,2022-04-14,1,4752,0,97,22935
AE,2022-04-14,239,895018,0,2302,9890400
AF,2022-04-14,21,178373,0,7676,38928341
AO,2022-04-14,0,99287,0,1900,32866267
CV,2022-04-14,2,55988,0,401,555988
GM,2022-04-14,0,11994,0,365,2416664
GR,2022-04-14,8223,3224479,82,28488,10724599
HR,2022-04-14,668,1112491,5,15720,4076246
MU,2022-04-14,230,219878,0,990,1271767
TN,2022-04-14,0,1038668,0,28509,11818618
TT,2022-04-14,449,141604,2,3794,1399491
BR,2022-04-14,47,367963,2,7735,3118360
CH,2022-04-14,150,84954,0,290,194766
CL,2022-04-14,79,188422,2,2295,828708
ID,2022-04-14,69,574873,7,31509,39698631
IL,2022-04-14,112,184589,0,57,440818
IT,2022-04-14,97,33698,0,527,125666
JP,2022-04-14,265,32811,0,170,1336522
JP,2022-04-14,340,27972,0,133,1321580
NL,2022-04-14,381,1217359,0,3679,2544806
NL,2022-04-14,476,653842,1,1526,1306912
TH,2022-04-14,131,9025,0,82,212158
TH,2022-04-14,488,39746,3,182,1465213
TH,2022-04-14,339,36893,2,286,1072756
TH,2022-04-14,109,24515,1,173,194189
US,2022-04-14,1685,1369106,-21,12222,5456574
US,2022-04-14,3255,1721642,2,20169,6794422
GB,2022-04-14,2578,1713443,17,10297,5616381
RU,2022-04-14,170,254057,3,5511,2785836
RU,2022-04-14,128,159295,1,2710,1295619
AT,2022-04-14,50,25180,0,124,59800
AT,2022-04-14,90,25908,0,93,56596
AT,2022-04-14,208,46994,0,238,118998
AT,2022-04-14,36,32678,0,85,58214
AT,2022-04-14,40,24871,0,84,44189
IL,2022-04-14,8,8002,0,1,14837
IL,2022-04-14,4,23596,0,6,48763
IL,2022-04-14,6,1107,0,1,2394
IL,2022-04-14,37,33631,0,18,77223
IL,2022-04-14,1,2178,0,0,4311
IL,2022-04-14,1,4542,0,1,10510
IL,2022-04-14,1,6107,0,21,15455
IL,2022-04-14,7,20297,0,29,49380
IN,2022-04-14,0,203244,0,1277,4887813
IN,2022-04-14,0,414,0,2,8004
IN,2022-04-14,0,935,0,2,
IN,2022-04-14,0,0,0,0,738804
IN,2022-04-14,0,0,0,0,1949258
IN,2022-04-14,0,0,0,0,1327929
IN,2022-04-14,0,5641,0,147,1626384
IN,2022-04-14,0,27979,0,232,3264619
IN,2022-04-14,0,63064,0,547,1537133
IN,2022-04-14,0,0,0,0,2292958
IN,2022-04-14,0,5802,0,30,807022
IN,2022-04-14,0,33372,0,539,1295189
IN,2022-04-14,0,30650,0,455,1214205
IN,2022-04-14,0,115518,0,1763,2452595
IN,2022-04-14,0,71164,0,809,1437169
IN,2022-04-14,9,766745,0,11912,11060148
IN,2022-04-14,0,1881,0,9,118325
IN,2022-04-14,1,30439,0,511,456113
IN,2022-04-14,0,0,0,0,1563715
IN,2022-04-14,0,0,0,0,125745
IN,2022-04-14,0,10044,0,131,267988
IN,2022-04-14,0,48972,0,360,2320529
IN,2022-04-14,5,40851,0,1096,1586625
IN,2022-04-14,0,62043,0,1458,1895686
IN,2022-04-14,0,25497,0,134,1388552
IN,2022-04-14,0,17707,0,207,1411129
IN,2022-04-14,0,0,0,0,136435
IN,2022-04-14,0,0,0,0,5296741
IN,2022-04-14,3,329959,0,2617,3458045
IN,2022-04-14,0,54584,0,366,3458873
IN,2022-04-14,0,0,0,0,2397888
IN,2022-04-14,0,0,0,0,4021243
IN,2022-04-14,0,0,0,0,3790922
IN,2022-04-14,0,67857,0,441,5095875
CA,2022-04-14,0,4804,0,59,
CA,2022-04-14,0,10993,0,92,
IL,2022-04-14,0,819,0,1,2835
IL,2022-04-14,13,7282,0,5,18130
IL,2022-04-14,25,11442,0,7,24052
IL,2022-04-14,1,2552,0,1,5253
IL,2022-04-14,0,2731,0,1,4415
NL,2022-04-14,16,32323,0,91,77893
NL,2022-04-14,22,48879,0,98,107822
NL,2022-04-14,4,7491,0,17,18507
NL,2022-04-14,3,7593,0,18,17315
NL,2022-04-14,22,33269,0,72,72459
NL,2022-04-14,29,18627,0,35,43940
NL,2022-04-14,19,21258,0,56,46194
NL,2022-04-14,38,45740,0,93,100011
NL,2022-04-14,15,13137,0,80,29376
US,2022-04-14,0,2031,0,20,6892
US,2022-04-14,0,3025,0,41,11743
US,2022-04-14,0,1718,0,47,7815
US,2022-04-14,0,4806,0,98,18599
US,2022-04-14,0,4632,0,105,17147
US,2022-04-14,457,257897,-4,1829,1660196
US,2022-04-14,271,189742,0,1298,1145535
US,2022-04-14,1,37362,0,354,155423
US,2022-04-14,107,173665,0,1474,849044
US,2022-04-14,0,6433,0,25,25171
US,2022-04-14,24,55324,0,657,267419
US,2022-04-14,56,50356,0,640,176499
US,2022-04-14,53,61578,0,844,224348
US,2022-04-14,0,32490,0,652,154241
US,2022-04-14,0,83324,0,2087,353339
US,2022-04-14,0,2868,0,59,13803
US,2022-04-14,0,4018,0,68,17143
US,2022-04-14,0,1741,0,21,8954
US,2022-04-14,1,6198,0,61,18975
US,2022-04-14,0,1054,0,20,3922
US,2022-04-14,48,54998,0,427,197072
US,2022-04-14,1,1256,0,11,4983
US,2022-04-14,1,4404,0,59,13903
US,2022-04-14,0,2477,0,21,8631
US,2022-04-14,0,6994,0,145,26620
US,2022-04-14,0,2565,0,68,14027
US,2022-04-14,0,961,0,11,4019
US,2022-04-14,0,3901,0,49,15842
US,2022-04-14,0,2117,0,24,6665
US,2022-04-14,0,2374,0,28,7821
US,2022-04-14,0,5901,0,103,19287
US,2022-04-14,0,4109,0,45,14178
US,2022-04-14,0,4550,0,68,15756
US,2022-04-14,0,639,0,21,2120
US,2022-04-14,3,11576,0,207,40836
US,2022-04-14,0,2694,0,55,9830
US,2022-04-14,136,150546,2,2140,560941
US,2022-04-14,1,3461,0,0,17311
US,2022-04-14,4,3402,0,0,11205
US,2022-04-14,515,213840,1,1984,800806
US,2022-04-14,0,34219,0,575,134180
US,2022-04-14,0,1841,0,37,11981
US,2022-04-14,0,230888,0,3950,871364
US,2022-04-14,35,98559,0,793,350203
US,2022-04-14,3,8803,0,92,34082
US,2022-04-14,0,1385,0,8,5004
US,2022-04-14,1,6532,0,81,25172
US,2022-04-14,1,4787,0,24,20980
US,2022-04-14,5,13560,1,165,58219
US,2022-04-14,0,4213,0,55,13647
US,2022-04-14,21,36572,0,305,134205
US,2022-04-14,0,5396,0,101,24107
US,2022-04-14,0,53990,0,640,223769
US,2022-04-14,0,12165,0,140,53735
US,2022-04-14,0,2500,0,57,11378
US,2022-04-14,0,10378,0,101,101141
US,2022-04-14,0,8818,0,114,51862
US,2022-04-14,0,8133,0,102,34448
US,2022-04-14,0,17493,0,237,59147
US,2022-04-14,0,10520,0,169,34158
US,2022-04-14,0,6155,0,122,19518
US,2022-04-14,0,10413,0,198,46197
US,2022-04-14,4,29113,0,272,100091
US,2022-04-14,1,222,0,1,1945
US,2022-04-14,0,22198,0,300,81933
US,2022-04-14,0,7382,0,23,36199
US,2022-04-14,0,59452,0,438,196374
US,2022-04-14,0,3016,0,50,11944
US,2022-04-14,0,11225,0,142,30938
US,2022-04-14,0,380,0,2,1906
US,2022-04-14,0,106,0,5,649
US,2022-04-14,0,976,0,13,4269
US,2022-04-14,141,67394,0,531,306669
US,2022-04-14,61,29435,0,206,129841
US,2022-04-14,126,126255,0,1791,506224
US,2022-04-14,13,23617,0,300,128372
US,2022-04-14,338,154173,1,1556,742724
US,2022-04-14,1,5254,1,126,27324
US,2022-04-14,12,7079,0,157,31329
US,2022-04-14,2,3207,0,57,14400
US,2022-04-14,0,6558,0,105,25112
US,2022-04-14,172,264521,5,3299,1220141
US,2022-04-14,23,57173,0,755,273558
US,2022-04-14,37,121102,1,1881,541332
US,2022-04-14,40,118736,2,1493,445484
US,2022-04-14,0,13655,0,169,48734
US,2022-04-14,0,14680,0,318,56913
US,2022-04-14,0,24170,0,338,77388
US,2022-04-14,0,3488,0,21,14032
US,2022-04-14,0,8411,0,99,28125
US,2022-04-14,0,2327,0,28,12795
US,2022-04-14,0,6570,0,83,25677
US,2022-04-14,0,1313,0,26,5497
US,2022-04-14,0,8956,0,156,27807
US,2022-04-14,0,6278,0,101,19876
US,2022-04-14,0,7589,0,116,25488
US,2022-04-14,0,8750,0,145,25738
US,2022-04-14,5,14205,0,175,42328
US,2022-04-14,0,6081,0,187,35549
US,2022-04-14,0,720,1,16,3364
US,2022-04-14,0,498,0,16,3046
US,2022-04-14,8,21387,0,102,67486
US,2022-04-14,0,10209,0,170,41303
US,2022-04-14,5,2037,0,16,14245
US,2022-04-14,5,13269,0,158,53644
US,2022-04-14,0,8401,0,62,46176
US,2022-04-14,198,126142,0,507,537453
US,2022-04-14,0,2672,0,52,8969
US,2022-04-14,8,5113,0,63,18720
US,2022-04-14,1,5256,0,28,23676
US,2022-04-14,0,1468,0,47,5675
US,2022-04-14,3,3659,0,24,16689
US,2022-04-14,8,12007,0,89,45715
US,2022-04-14,-1,2065,0,36,7455
US,2022-04-14,0,8049,0,78,30147
BR,2022-04-14,2,3082,0,37,15206
BR,2022-04-14,0,554,0,5,5413
BR,2022-04-14,0,218,0,4,5558
BR,2022-04-14,0,360,0,10,5275
BR,2022-04-14,0,245,0,9,4957
BR,2022-04-14,-1,652,0,23,19334
BR,2022-04-14,-1,486,0,4,6718
BR,2022-04-14,0,3879,0,101,62358
BR,2022-04-14,0,4810,0,128,52272
BR,2022-04-14,0,1349,0,14,14834
BR,2022-04-14,0,4204,0,39,26577
BR,2022-04-14,0,15967,0,260,100196
BR,2022-04-14,0,1302,0,16,17652
BR,2022-04-14,0,2923,0,72,24272
BR,2022-04-14,2,12345,0,165,66181
BR,2022-04-14,4,41063,2,771,204667
BR,2022-04-14,0,1622,0,32,15193
BR,2022-04-14,7,411,0,1,3936
BR,2022-04-14,0,743,0,11,16279
BR,2022-04-14,0,1523,0,27,24943
BR,2022-04-14,0,1848,0,10,13752
BR,2022-04-14,0,904,0,13,10363
BR,2022-04-14,0,4007,0,70,40309
BR,2022-04-14,0,3081,0,38,33283
BR,2022-04-14,0,1037,0,23,15401
BR,2022-04-14,0,1906,0,18,18173
BR,2022-04-14,0,3144,0,29,24560
BR,2022-04-14,0,1774,0,28,20685
BR,2022-04-14,0,3316,0,49,26506
BR,2022-04-14,3,1846,0,18,17069
BR,2022-04-14,0,693,0,21,6218
BR,2022-04-14,0,1564,0,18,11343
BR,2022-04-14,1,4539,0,68,37862
BR,2022-04-14,1,1765,0,27,11607
BR,2022-04-14,0,1725,0,32,17170
BR,2022-04-14,0,855,0,15,4516
BR,2022-04-14,2,4825,0,35,11107
BR,2022-04-14,0,13899,0,95,31859
BR,2022-04-14,2,4650,0,81,20279
BR,2022-04-14,1,346,0,6,1417
BR,2022-04-14,0,533,0,16,3638
BR,2022-04-14,1,4526,1,46,17407
BR,2022-04-14,0,200,0,8,2056
BR,2022-04-14,1,733,0,7,12066
BR,2022-04-14,7,13975,0,271,48246
BR,2022-04-14,0,2245,0,26,7118
BR,2022-04-14,0,17967,0,300,52935
BR,2022-04-14,1,1416,0,29,5467
BR,2022-04-14,1,452,0,10,11272
BR,2022-04-14,0,463,0,9,1991
BR,2022-04-14,0,301,-1,2,5905
BR,2022-04-14,4,4029,-2,227,118038
BR,2022-04-14,0,895,0,19,10649
BR,2022-04-14,0,2199,0,11,15991
BR,2022-04-14,5,1035,1,14,25401
BR,2022-04-14,0,1943,1,16,11041
BR,2022-04-14,0,1295,1,13,14297
BR,2022-04-14,0,659,0,15,7794
BR,2022-04-14,0,1043,0,6,11390
BR,2022-04-14,0,1109,0,39,20103
BR,2022-04-14,0,625,0,5,14519
BR,2022-04-14,0,82,-1,2,13954
BR,2022-04-14,0,3880,0,51,18488
BR,2022-04-14,0,166,0,5,1671
BR,2022-04-14,11,28407,1,505,109801
BR,2022-04-14,0,833,0,20,6818
BR,2022-04-14,0,939,0,14,5865
BR,2022-04-14,0,3528,0,68,15433
BR,2022-04-14,0,5596,0,131,32296
BR,2022-04-14,0,785,0,8,6708
BR,2022-04-14,0,923,0,12,7775
BR,2022-04-14,0,534,0,4,4456
BR,2022-04-14,0,1474,0,38,10388
BR,2022-04-14,0,379,0,14,3127
BR,2022-04-14,0,760,0,8,3934
BR,2022-04-14,0,390,0,3,1841
BR,2022-04-14,0,288,0,14,6600
BR,2022-04-14,0,1683,0,35,8707
BR,2022-04-14,0,906,0,15,6467
BR,2022-04-14,0,16761,0,175,45449
BR,2022-04-14,0,668,0,11,5395
BR,2022-04-14,0,3089,0,69,17161
BR,2022-04-14,0,2438,0,50,14216
BR,2022-04-14,0,2530,0,45,19619
BR,2022-04-14,0,471,0,8,3280
